filename,syllable,tone,tone_description,pitch_adjusted
wav-syllables/rong4.wav,rong,4,falling,false
wav-syllables/rong5.wav,rong,5,neutral,false
wav-syllables/rong6.wav,rong,6,neutral (high),true
wav-syllables/rou1.wav,rou,1,high level,true
wav-syllables/rou2.wav,rou,2,rising,false
wav-syllables/rou3.wav,rou,3,low dipping (half),false
wav-syllables/rou4.wav,rou,4,falling,false
wav-syllables/rou5.wav,rou,5,neutral,false
wav-syllables/rou6.wav,rou,6,neutral (high),true
wav-syllables/ru1.wav,ru,1,high level,true
wav-syllables/ru2.wav,ru,2,rising,false
wav-syllables/ru3.wav,ru,3,low dipping (half),false
wav-syllables/ru4.wav,ru,4,falling,false
wav-syllables/ru5.wav,ru,5,neutral,false
wav-syllables/ru6.wav,ru,6,neutral (high),true
wav-syllables/rua1.wav,rua,1,high level,true
wav-syllables/rua2.wav,rua,2,rising,false
wav-syllables/rua3.wav,rua,3,low dipping (half),false
wav-syllables/rua4.wav,rua,4,falling,false
wav-syllables/rua5.wav,rua,5,neutral,false
wav-syllables/rua6.wav,rua,6,neutral (high),true
wav-syllables/ruan1.wav,ruan,1,high level,true
wav-syllables/ruan2.wav,ruan,2,rising,false
wav-syllables/ruan3.wav,ruan,3,low dipping (half),false
wav-syllables/ruan4.wav,ruan,4,falling,false
wav-syllables/ruan5.wav,ruan,5,neutral,false
wav-syllables/ruan6.wav,ruan,6,neutral (high),true
wav-syllables/rui1.wav,rui,1,high level,true
wav-syllables/rui2.wav,rui,2,rising,false
wav-syllables/rui3.wav,rui,3,low dipping (half),false
wav-syllables/rui4.wav,rui,4,falling,false
wav-syllables/rui5.wav,rui,5,neutral,false
wav-syllables/rui6.wav,rui,6,neutral (high),true
wav-syllables/run1.wav,run,1,high level,true
wav-syllables/run2.wav,run,2,rising,false
wav-syllables/run3.wav,run,3,low dipping (half),false
wav-syllables/run4.wav,run,4,falling,false
wav-syllables/run5.wav,run,5,neutral,false
wav-syllables/run6.wav,run,6,neutral (high),true
wav-syllables/ruo1.wav,ruo,1,high level,true
wav-syllables/ruo2.wav,ruo,2,rising,false
wav-syllables/ruo3.wav,ruo,3,low dipping (half),false
wav-syllables/ruo4.wav,ruo,4,falling,false
wav-syllables/ruo5.wav,ruo,5,neutral,false
wav-syllables/ruo6.wav,ruo,6,neutral (high),true
wav-syllables/sa1.wav,sa,1,high level,true
wav-syllables/sa2.wav,sa,2,rising,false
wav-syllables/sa3.wav,sa,3,low dipping (half),false
wav-syllables/sa4.wav,sa,4,falling,false
wav-syllables/sa5.wav,sa,5,neutral,false
wav-syllables/sa6.wav,sa,6,neutral (high),true
wav-syllables/sai1.wav,sai,1,high level,true
wav-syllables/sai2.wav,sai,2,rising,false
wav-syllables/sai3.wav,sai,3,low dipping (half),false
wav-syllables/sai4.wav,sai,4,falling,false
wav-syllables/sai5.wav,sai,5,neutral,false
wav-syllables/sai6.wav,sai,6,neutral (high),true
wav-syllables/san1.wav,san,1,high level,true
wav-syllables/san2.wav,san,2,rising,false
wav-syllables/san3.wav,san,3,low dipping (half),false
wav-syllables/san4.wav,san,4,falling,false
wav-syllables/san5.wav,san,5,neutral,false
wav-syllables/san6.wav,san,6,neutral (high),true
wav-syllables/sang1.wav,sang,1,high level,true
wav-syllables/sang2.wav,sang,2,rising,false
wav-syllables/sang3.wav,sang,3,low dipping (half),false
wav-syllables/sang4.wav,sang,4,falling,false
wav-syllables/sang5.wav,sang,5,neutral,false
wav-syllables/sang6.wav,sang,6,neutral (high),true
wav-syllables/sao1.wav,sao,1,high level,true
wav-syllables/sao2.wav,sao,2,rising,false
wav-syllables/sao3.wav,sao,3,low dipping (half),false
wav-syllables/sao4.wav,sao,4,falling,false
wav-syllables/sao5.wav,sao,5,neutral,false
wav-syllables/sao6.wav,sao,6,neutral (high),true
wav-syllables/se1.wav,se,1,high level,true
wav-syllables/se2.wav,se,2,rising,false
wav-syllables/se3.wav,se,3,low dipping (half),false
wav-syllables/se4.wav,se,4,falling,false
wav-syllables/se5.wav,se,5,neutral,false
wav-syllables/se6.wav,se,6,neutral (high),true
wav-syllables/sen1.wav,sen,1,high level,true
wav-syllables/sen2.wav,sen,2,rising,false
wav-syllables/sen3.wav,sen,3,low dipping (half),false
wav-syllables/sen4.wav,sen,4,falling,false
wav-syllables/sen5.wav,sen,5,neutral,false
wav-syllables/sen6.wav,sen,6,neutral (high),true
wav-syllables/seng1.wav,seng,1,high level,true
wav-syllables/seng2.wav,seng,2,rising,false
wav-syllables/seng3.wav,seng,3,low dipping (half),false
wav-syllables/seng4.wav,seng,4,falling,false
wav-syllables/seng5.wav,seng,5,neutral,false
wav-syllables/seng6.wav,seng,6,neutral (high),true
wav-syllables/sha1.wav,sha,1,high level,true
wav-syllables/sha2.wav,sha,2,rising,false
wav-syllables/sha3.wav,sha,3,low dipping (half),false
wav-syllables/sha4.wav,sha,4,falling,false
wav-syllables/sha5.wav,sha,5,neutral,false
wav-syllables/sha6.wav,sha,6,neutral (high),true
wav-syllables/shai1.wav,shai,1,high level,true
wav-syllables/shai2.wav,shai,2,rising,false
wav-syllables/shai3.wav,shai,3,low dipping (half),false
wav-syllables/shai4.wav,shai,4,falling,false
wav-syllables/shai5.wav,shai,5,neutral,false
wav-syllables/shai6.wav,shai,6,neutral (high),true
wav-syllables/shan1.wav,shan,1,high level,true
wav-syllables/shan2.wav,shan,2,rising,false
wav-syllables/shan3.wav,shan,3,low dipping (half),false
wav-syllables/shan4.wav,shan,4,falling,false
wav-syllables/shan5.wav,shan,5,neutral,false
wav-syllables/shan6.wav,shan,6,neutral (high),true
wav-syllables/shang1.wav,shang,1,high level,true
wav-syllables/shang2.wav,shang,2,rising,false
wav-syllables/shang3.wav,shang,3,low dipping (half),false
wav-syllables/shang4.wav,shang,4,falling,false
wav-syllables/shang5.wav,shang,5,neutral,false
wav-syllables/shang6.wav,shang,6,neutral (high),true
wav-syllables/shao1.wav,shao,1,high level,true
wav-syllables/shao2.wav,shao,2,rising,false
wav-syllables/shao3.wav,shao,3,low dipping (half),false
wav-syllables/shao4.wav,shao,4,falling,false
wav-syllables/shao5.wav,shao,5,neutral,false
wav-syllables/shao6.wav,shao,6,neutral (high),true
wav-syllables/she1.wav,she,1,high level,true
wav-syllables/she2.wav,she,2,rising,false
wav-syllables/she3.wav,she,3,low dipping (half),false
wav-syllables/she4.wav,she,4,falling,false
wav-syllables/she5.wav,she,5,neutral,false
wav-syllables/she6.wav,she,6,neutral (high),true
wav-syllables/shei1.wav,shei,1,high level,true
wav-syllables/shei2.wav,shei,2,rising,false
wav-syllables/shei3.wav,shei,3,low dipping (half),false
wav-syllables/shei4.wav,shei,4,falling,false
wav-syllables/shei5.wav,shei,5,neutral,false
wav-syllables/shei6.wav,shei,6,neutral (high),true
wav-syllables/shen1.wav,shen,1,high level,true
wav-syllables/shen2.wav,shen,2,rising,false
wav-syllables/shen2me5.wav,shen,25,,false
wav-syllables/shen3.wav,shen,3,low dipping (half),false
wav-syllables/shen4.wav,shen,4,falling,false
wav-syllables/shen5.wav,shen,5,neutral,false
wav-syllables/shen6.wav,shen,6,neutral (high),true
wav-syllables/sheng1.wav,sheng,1,high level,true
wav-syllables/sheng2.wav,sheng,2,rising,false
wav-syllables/sheng3.wav,sheng,3,low dipping (half),false
wav-syllables/sheng4.wav,sheng,4,falling,false
wav-syllables/sheng5.wav,sheng,5,neutral,false
wav-syllables/sheng6.wav,sheng,6,neutral (high),true
wav-syllables/shi1.wav,shi,1,high level,true
wav-syllables/shi2.wav,shi,2,rising,false
wav-syllables/shi3.wav,shi,3,low dipping (half),false
wav-syllables/shi4.wav,shi,4,falling,false
wav-syllables/shi5.wav,shi,5,neutral,false
wav-syllables/shi6.wav,shi,6,neutral (high),true
wav-syllables/shou1.wav,shou,1,high level,true
wav-syllables/shou2.wav,shou,2,rising,false
wav-syllables/shou3.wav,shou,3,low dipping (half),false
wav-syllables/shou4.wav,shou,4,falling,false
wav-syllables/shou5.wav,shou,5,neutral,false
wav-syllables/shou6.wav,shou,6,neutral (high),true
wav-syllables/shu1.wav,shu,1,high level,true
wav-syllables/shu2.wav,shu,2,rising,false
wav-syllables/shu3.wav,shu,3,low dipping (half),false
wav-syllables/shu4.wav,shu,4,falling,false
wav-syllables/shu5.wav,shu,5,neutral,false
wav-syllables/shu6.wav,shu,6,neutral (high),true
wav-syllables/shua1.wav,shua,1,high level,true
wav-syllables/shua2.wav,shua,2,rising,false
wav-syllables/shua3.wav,shua,3,low dipping (half),false
wav-syllables/shua4.wav,shua,4,falling,false
wav-syllables/shua5.wav,shua,5,neutral,false
wav-syllables/shua6.wav,shua,6,neutral (high),true
wav-syllables/shuai1.wav,shuai,1,high level,true
wav-syllables/shuai2.wav,shuai,2,rising,false
wav-syllables/shuai3.wav,shuai,3,low dipping (half),false
wav-syllables/shuai4.wav,shuai,4,falling,false
wav-syllables/shuai5.wav,shuai,5,neutral,false
wav-syllables/shuai6.wav,shuai,6,neutral (high),true
wav-syllables/shuan1.wav,shuan,1,high level,true
wav-syllables/shuan2.wav,shuan,2,rising,false
wav-syllables/shuan3.wav,shuan,3,low dipping (half),false
wav-syllables/shuan4.wav,shuan,4,falling,false
wav-syllables/shuan5.wav,shuan,5,neutral,false
wav-syllables/shuan6.wav,shuan,6,neutral (high),true
wav-syllables/shuang1.wav,shuang,1,high level,true
wav-syllables/shuang2.wav,shuang,2,rising,false
wav-syllables/shuang3.wav,shuang,3,low dipping (half),false
wav-syllables/shuang4.wav,shuang,4,falling,false
wav-syllables/shuang5.wav,shuang,5,neutral,false
wav-syllables/shuang6.wav,shuang,6,neutral (high),true
wav-syllables/shui1.wav,shui,1,high level,true
wav-syllables/shui2.wav,shui,2,rising,false
wav-syllables/shui3.wav,shui,3,low dipping (half),false
wav-syllables/shui4.wav,shui,4,falling,false
wav-syllables/shui5.wav,shui,5,neutral,false
wav-syllables/shui6.wav,shui,6,neutral (high),true
wav-syllables/shun1.wav,shun,1,high level,true
wav-syllables/shun2.wav,shun,2,rising,false
wav-syllables/shun3.wav,shun,3,low dipping (half),false
wav-syllables/shun4.wav,shun,4,falling,false
wav-syllables/shun5.wav,shun,5,neutral,false
wav-syllables/shun6.wav,shun,6,neutral (high),true
wav-syllables/shuo1.wav,shuo,1,high level,true
wav-syllables/shuo2.wav,shuo,2,rising,false
wav-syllables/shuo3.wav,shuo,3,low dipping (half),false
wav-syllables/shuo4.wav,shuo,4,falling,false
wav-syllables/shuo5.wav,shuo,5,neutral,false
wav-syllables/shuo6.wav,shuo,6,neutral (high),true
wav-syllables/si1.wav,si,1,high level,true
wav-syllables/si2.wav,si,2,rising,false
wav-syllables/si3.wav,si,3,low dipping (half),false
wav-syllables/si4.wav,si,4,falling,false
wav-syllables/si5.wav,si,5,neutral,false
wav-syllables/si6.wav,si,6,neutral (high),true
wav-syllables/song1.wav,song,1,high level,true
wav-syllables/song2.wav,song,2,rising,false
wav-syllables/song3.wav,song,3,low dipping (half),false
wav-syllables/song4.wav,song,4,falling,false
wav-syllables/song5.wav,song,5,neutral,false
wav-syllables/song6.wav,song,6,neutral (high),true
wav-syllables/sou1.wav,sou,1,high level,true
wav-syllables/sou2.wav,sou,2,rising,false
wav-syllables/sou3.wav,sou,3,low dipping (half),false
wav-syllables/sou4.wav,sou,4,falling,false
wav-syllables/sou5.wav,sou,5,neutral,false
wav-syllables/sou6.wav,sou,6,neutral (high),true
wav-syllables/su1.wav,su,1,high level,true
wav-syllables/su2.wav,su,2,rising,false
wav-syllables/su3.wav,su,3,low dipping (half),false
wav-syllables/su4.wav,su,4,falling,false
wav-syllables/su5.wav,su,5,neutral,false
wav-syllables/su6.wav,su,6,neutral (high),true
wav-syllables/suan1.wav,suan,1,high level,true
wav-syllables/suan2.wav,suan,2,rising,false
wav-syllables/suan3.wav,suan,3,low dipping (half),false
wav-syllables/suan4.wav,suan,4,falling,false
wav-syllables/suan5.wav,suan,5,neutral,false
wav-syllables/suan6.wav,suan,6,neutral (high),true
wav-syllables/sui1.wav,sui,1,high level,true
wav-syllables/sui2.wav,sui,2,rising,false
wav-syllables/sui3.wav,sui,3,low dipping (half),false
wav-syllables/sui4.wav,sui,4,falling,false
wav-syllables/sui5.wav,sui,5,neutral,false
wav-syllables/sui6.wav,sui,6,neutral (high),true
wav-syllables/sun1.wav,sun,1,high level,true
wav-syllables/sun2.wav,sun,2,rising,false
wav-syllables/sun3.wav,sun,3,low dipping (half),false
wav-syllables/sun4.wav,sun,4,falling,false
wav-syllables/sun5.wav,sun,5,neutral,false
wav-syllables/sun6.wav,sun,6,neutral (high),true
wav-syllables/suo1.wav,suo,1,high level,true
wav-syllables/suo2.wav,suo,2,rising,false
wav-syllables/suo3.wav,suo,3,low dipping (half),false
wav-syllables/suo4.wav,suo,4,falling,false
wav-syllables/suo5.wav,suo,5,neutral,false
wav-syllables/suo6.wav,suo,6,neutral (high),true
wav-syllables/ta1.wav,ta,1,high level,true
wav-syllables/ta2.wav,ta,2,rising,false
wav-syllables/ta3.wav,ta,3,low dipping (half),false
wav-syllables/ta4.wav,ta,4,falling,false
wav-syllables/ta5.wav,ta,5,neutral,false
wav-syllables/ta6.wav,ta,6,neutral (high),true
wav-syllables/tai1.wav,tai,1,high level,true
wav-syllables/tai2.wav,tai,2,rising,false
wav-syllables/tai3.wav,tai,3,low dipping (half),false
wav-syllables/tai4.wav,tai,4,falling,false
wav-syllables/tai5.wav,tai,5,neutral,false
wav-syllables/tai6.wav,tai,6,neutral (high),true
wav-syllables/tan1.wav,tan,1,high level,true
wav-syllables/tan2.wav,tan,2,rising,false
wav-syllables/tan3.wav,tan,3,low dipping (half),false
wav-syllables/tan4.wav,tan,4,falling,false
wav-syllables/tan5.wav,tan,5,neutral,false
wav-syllables/tan6.wav,tan,6,neutral (high),true
wav-syllables/tang1.wav,tang,1,high level,true
wav-syllables/tang2.wav,tang,2,rising,false
wav-syllables/tang3.wav,tang,3,low dipping (half),false
wav-syllables/tang4.wav,tang,4,falling,false
wav-syllables/tang5.wav,tang,5,neutral,false
wav-syllables/tang6.wav,tang,6,neutral (high),true
wav-syllables/tao1.wav,tao,1,high level,true
wav-syllables/tao2.wav,tao,2,rising,false
wav-syllables/tao3.wav,tao,3,low dipping (half),false
wav-syllables/tao4.wav,tao,4,falling,false
wav-syllables/tao5.wav,tao,5,neutral,false
wav-syllables/tao6.wav,tao,6,neutral (high),true
wav-syllables/te1.wav,te,1,high level,true
wav-syllables/te2.wav,te,2,rising,false
wav-syllables/te3.wav,te,3,low dipping (half),false
wav-syllables/te4.wav,te,4,falling,false
wav-syllables/te5.wav,te,5,neutral,false
wav-syllables/te6.wav,te,6,neutral (high),true
wav-syllables/teng1.wav,teng,1,high level,true
wav-syllables/teng2.wav,teng,2,rising,false
wav-syllables/teng3.wav,teng,3,low dipping (half),false
wav-syllables/teng4.wav,teng,4,falling,false
wav-syllables/teng5.wav,teng,5,neutral,false
wav-syllables/teng6.wav,teng,6,neutral (high),true
wav-syllables/ti1.wav,ti,1,high level,true
wav-syllables/ti2.wav,ti,2,rising,false
wav-syllables/ti3.wav,ti,3,low dipping (half),false
wav-syllables/ti4.wav,ti,4,falling,false
wav-syllables/ti5.wav,ti,5,neutral,false
wav-syllables/ti6.wav,ti,6,neutral (high),true
wav-syllables/tian1.wav,tian,1,high level,true
wav-syllables/tian2.wav,tian,2,rising,false
wav-syllables/tian3.wav,tian,3,low dipping (half),false
wav-syllables/tian4.wav,tian,4,falling,false
wav-syllables/tian5.wav,tian,5,neutral,false
wav-syllables/tian6.wav,tian,6,neutral (high),true
wav-syllables/tiao1.wav,tiao,1,high level,true
wav-syllables/tiao2.wav,tiao,2,rising,false
wav-syllables/tiao3.wav,tiao,3,low dipping (half),false
wav-syllables/tiao4.wav,tiao,4,falling,false
wav-syllables/tiao5.wav,tiao,5,neutral,false
wav-syllables/tiao6.wav,tiao,6,neutral (high),true
wav-syllables/tie1.wav,tie,1,high level,true
wav-syllables/tie2.wav,tie,2,rising,false
wav-syllables/tie3.wav,tie,3,low dipping (half),false
wav-syllables/tie4.wav,tie,4,falling,false
wav-syllables/tie5.wav,tie,5,neutral,false
wav-syllables/tie6.wav,tie,6,neutral (high),true
wav-syllables/ting1.wav,ting,1,high level,true
wav-syllables/ting2.wav,ting,2,rising,false
wav-syllables/ting3.wav,ting,3,low dipping (half),false
wav-syllables/ting4.wav,ting,4,falling,false
wav-syllables/ting5.wav,ting,5,neutral,false
wav-syllables/ting6.wav,ting,6,neutral (high),true
wav-syllables/tong1.wav,tong,1,high level,true
wav-syllables/tong2.wav,tong,2,rising,false
wav-syllables/tong3.wav,tong,3,low dipping (half),false
wav-syllables/tong4.wav,tong,4,falling,false
wav-syllables/tong5.wav,tong,5,neutral,false
wav-syllables/tong6.wav,tong,6,neutral (high),true
wav-syllables/tou1.wav,tou,1,high level,true
wav-syllables/tou2.wav,tou,2,rising,false
wav-syllables/tou3.wav,tou,3,low dipping (half),false
wav-syllables/tou4.wav,tou,4,falling,false
wav-syllables/tou5.wav,tou,5,neutral,false
wav-syllables/tou6.wav,tou,6,neutral (high),true
wav-syllables/tu1.wav,tu,1,high level,true
wav-syllables/tu2.wav,tu,2,rising,false
wav-syllables/tu3.wav,tu,3,low dipping (half),false
wav-syllables/tu4.wav,tu,4,falling,false
wav-syllables/tu5.wav,tu,5,neutral,false
wav-syllables/tu6.wav,tu,6,neutral (high),true
wav-syllables/tuan1.wav,tuan,1,high level,true
wav-syllables/tuan2.wav,tuan,2,rising,false
wav-syllables/tuan3.wav,tuan,3,low dipping (half),false
wav-syllables/tuan4.wav,tuan,4,falling,false
wav-syllables/tuan5.wav,tuan,5,neutral,false
wav-syllables/tuan6.wav,tuan,6,neutral (high),true
wav-syllables/tui1.wav,tui,1,high level,true
wav-syllables/tui2.wav,tui,2,rising,false
wav-syllables/tui3.wav,tui,3,low dipping (half),false
wav-syllables/tui4.wav,tui,4,falling,false
wav-syllables/tui5.wav,tui,5,neutral,false
wav-syllables/tui6.wav,tui,6,neutral (high),true
wav-syllables/tun1.wav,tun,1,high level,true
wav-syllables/tun2.wav,tun,2,rising,false
wav-syllables/tun3.wav,tun,3,low dipping (half),false
wav-syllables/tun4.wav,tun,4,falling,false
wav-syllables/tun5.wav,tun,5,neutral,false
wav-syllables/tun6.wav,tun,6,neutral (high),true
wav-syllables/tuo1.wav,tuo,1,high level,true
wav-syllables/tuo2.wav,tuo,2,rising,false
wav-syllables/tuo3.wav,tuo,3,low dipping (half),false
wav-syllables/tuo4.wav,tuo,4,falling,false
wav-syllables/tuo5.wav,tuo,5,neutral,false
wav-syllables/tuo6.wav,tuo,6,neutral (high),true
wav-syllables/wa1.wav,wa,1,high level,true
wav-syllables/wa2.wav,wa,2,rising,false
wav-syllables/wa3.wav,wa,3,low dipping (half),false
wav-syllables/wa4.wav,wa,4,falling,false
wav-syllables/wa5.wav,wa,5,neutral,false
wav-syllables/wa6.wav,wa,6,neutral (high),true
wav-syllables/wai1.wav,wai,1,high level,true
wav-syllables/wai2.wav,wai,2,rising,false
wav-syllables/wai3.wav,wai,3,low dipping (half),false
wav-syllables/wai4.wav,wai,4,falling,false
wav-syllables/wai5.wav,wai,5,neutral,false
wav-syllables/wai6.wav,wai,6,neutral (high),true
wav-syllables/wan1.wav,wan,1,high level,true
wav-syllables/wan2.wav,wan,2,rising,false
wav-syllables/wan3.wav,wan,3,low dipping (half),false
wav-syllables/wan4.wav,wan,4,falling,false
wav-syllables/wan5.wav,wan,5,neutral,false
wav-syllables/wan6.wav,wan,6,neutral (high),true
wav-syllables/wang1.wav,wang,1,high level,true
wav-syllables/wang2.wav,wang,2,rising,false
wav-syllables/wang3.wav,wang,3,low dipping (half),false
wav-syllables/wang4.wav,wang,4,falling,false
wav-syllables/wang5.wav,wang,5,neutral,false
wav-syllables/wang6.wav,wang,6,neutral (high),true
wav-syllables/wei1.wav,wei,1,high level,true
wav-syllables/wei2.wav,wei,2,rising,false
wav-syllables/wei3.wav,wei,3,low dipping (half),false
wav-syllables/wei4.wav,wei,4,falling,false
wav-syllables/wei5.wav,wei,5,neutral,false
wav-syllables/wei6.wav,wei,6,neutral (high),true
wav-syllables/wen1.wav,wen,1,high level,true
wav-syllables/wen2.wav,wen,2,rising,false
wav-syllables/wen3.wav,wen,3,low dipping (half),false
wav-syllables/wen4.wav,wen,4,falling,false
wav-syllables/wen5.wav,wen,5,neutral,false
wav-syllables/wen6.wav,wen,6,neutral (high),true
wav-syllables/weng1.wav,weng,1,high level,true
wav-syllables/weng2.wav,weng,2,rising,false
wav-syllables/weng3.wav,weng,3,low dipping (half),false
wav-syllables/weng4.wav,weng,4,falling,false
wav-syllables/weng5.wav,weng,5,neutral,false
wav-syllables/weng6.wav,weng,6,neutral (high),true
wav-syllables/wo1.wav,wo,1,high level,true
wav-syllables/wo2.wav,wo,2,rising,false
wav-syllables/wo3.wav,wo,3,low dipping (half),false
wav-syllables/wo4.wav,wo,4,falling,false
wav-syllables/wo5.wav,wo,5,neutral,false
wav-syllables/wo6.wav,wo,6,neutral (high),true
wav-syllables/wu1.wav,wu,1,high level,true
wav-syllables/wu2.wav,wu,2,rising,false
wav-syllables/wu3-i.wav,wu,3,low dipping (half),false
wav-syllables/wu3.wav,wu,3,low dipping (half),false
wav-syllables/wu4.wav,wu,4,falling,false
wav-syllables/wu5.wav,wu,5,neutral,false
wav-syllables/wu6.wav,wu,6,neutral (high),true
wav-syllables/xi1.wav,xi,1,high level,true
wav-syllables/xi2.wav,xi,2,rising,false
wav-syllables/xi3.wav,xi,3,low dipping (half),false
wav-syllables/xi4.wav,xi,4,falling,false
wav-syllables/xi5.wav,xi,5,neutral,false
wav-syllables/xi6.wav,xi,6,neutral (high),true
wav-syllables/xia1.wav,xia,1,high level,true
wav-syllables/xia2.wav,xia,2,rising,false
wav-syllables/xia3.wav,xia,3,low dipping (half),false
wav-syllables/xia4.wav,xia,4,falling,false
wav-syllables/xia5.wav,xia,5,neutral,false
wav-syllables/xia6.wav,xia,6,neutral (high),true
wav-syllables/xian1.wav,xian,1,high level,true
wav-syllables/xian2.wav,xian,2,rising,false
wav-syllables/xian3.wav,xian,3,low dipping (half),false
wav-syllables/xian4.wav,xian,4,falling,false
wav-syllables/xian5.wav,xian,5,neutral,false
wav-syllables/xian6.wav,xian,6,neutral (high),true
wav-syllables/xiang1.wav,xiang,1,high level,true
wav-syllables/xiang2.wav,xiang,2,rising,false
wav-syllables/xiang3.wav,xiang,3,low dipping (half),false
wav-syllables/xiang4.wav,xiang,4,falling,false
wav-syllables/xiang5.wav,xiang,5,neutral,false
wav-syllables/xiang6.wav,xiang,6,neutral (high),true
wav-syllables/xiao1.wav,xiao,1,high level,true
wav-syllables/xiao2.wav,xiao,2,rising,false
wav-syllables/xiao3.wav,xiao,3,low dipping (half),false
wav-syllables/xiao4.wav,xiao,4,falling,false
wav-syllables/xiao5.wav,xiao,5,neutral,false
wav-syllables/xiao6.wav,xiao,6,neutral (high),true
wav-syllables/xie1.wav,xie,1,high level,true
wav-syllables/xie2.wav,xie,2,rising,false
wav-syllables/xie3.wav,xie,3,low dipping (half),false
wav-syllables/xie4.wav,xie,4,falling,false
wav-syllables/xie5.wav,xie,5,neutral,false
wav-syllables/xie6.wav,xie,6,neutral (high),true
wav-syllables/xin1.wav,xin,1,high level,true
wav-syllables/xin2.wav,xin,2,rising,false
wav-syllables/xin3.wav,xin,3,low dipping (half),false
wav-syllables/xin4.wav,xin,4,falling,false
wav-syllables/xin5.wav,xin,5,neutral,false
wav-syllables/xin6.wav,xin,6,neutral (high),true
wav-syllables/xing1.wav,xing,1,high level,true
wav-syllables/xing2.wav,xing,2,rising,false
wav-syllables/xing3.wav,xing,3,low dipping (half),false
wav-syllables/xing4.wav,xing,4,falling,false
wav-syllables/xing5.wav,xing,5,neutral,false
wav-syllables/xing6.wav,xing,6,neutral (high),true
wav-syllables/xiong1.wav,xiong,1,high level,true
wav-syllables/xiong2.wav,xiong,2,rising,false
wav-syllables/xiong3.wav,xiong,3,low dipping (half),false
wav-syllables/xiong4.wav,xiong,4,falling,false
wav-syllables/xiong5.wav,xiong,5,neutral,false
wav-syllables/xiong6.wav,xiong,6,neutral (high),true
wav-syllables/xiu1.wav,xiu,1,high level,true
wav-syllables/xiu2.wav,xiu,2,rising,false
wav-syllables/xiu3.wav,xiu,3,low dipping (half),false
wav-syllables/xiu4.wav,xiu,4,falling,false
wav-syllables/xiu5.wav,xiu,5,neutral,false
wav-syllables/xiu6.wav,xiu,6,neutral (high),true
wav-syllables/xu1.wav,xu,1,high level,true
wav-syllables/xu2.wav,xu,2,rising,false
wav-syllables/xu3.wav,xu,3,low dipping (half),false
wav-syllables/xu4.wav,xu,4,falling,false
wav-syllables/xu5.wav,xu,5,neutral,false
wav-syllables/xu6.wav,xu,6,neutral (high),true
wav-syllables/xuan1.wav,xuan,1,high level,true
wav-syllables/xuan2.wav,xuan,2,rising,false
wav-syllables/xuan3.wav,xuan,3,low dipping (half),false
wav-syllables/xuan4.wav,xuan,4,falling,false
wav-syllables/xuan5.wav,xuan,5,neutral,false
wav-syllables/xuan6.wav,xuan,6,neutral (high),true
wav-syllables/xue1.wav,xue,1,high level,true
wav-syllables/xue2.wav,xue,2,rising,false
wav-syllables/xue3.wav,xue,3,low dipping (half),false
wav-syllables/xue4.wav,xue,4,falling,false
wav-syllables/xue5.wav,xue,5,neutral,false
wav-syllables/xue6.wav,xue,6,neutral (high),true
wav-syllables/xun1.wav,xun,1,high level,true
wav-syllables/xun2.wav,xun,2,rising,false
wav-syllables/xun3.wav,xun,3,low dipping (half),false
wav-syllables/xun4.wav,xun,4,falling,false
wav-syllables/xun5.wav,xun,5,neutral,false
wav-syllables/xun6.wav,xun,6,neutral (high),true
wav-syllables/ya1.wav,ya,1,high level,true
wav-syllables/ya2.wav,ya,2,rising,false
wav-syllables/ya3.wav,ya,3,low dipping (half),false
wav-syllables/ya4.wav,ya,4,falling,false
wav-syllables/ya5.wav,ya,5,neutral,false
wav-syllables/ya6.wav,ya,6,neutral (high),true
wav-syllables/yan1.wav,yan,1,high level,true
wav-syllables/yan2.wav,yan,2,rising,false
wav-syllables/yan3.wav,yan,3,low dipping (half),false
wav-syllables/yan4.wav,yan,4,falling,false
wav-syllables/yan5.wav,yan,5,neutral,false
wav-syllables/yan6.wav,yan,6,neutral (high),true
wav-syllables/yang1.wav,yang,1,high level,true
wav-syllables/yang2.wav,yang,2,rising,false
wav-syllables/yang3.wav,yang,3,low dipping (half),false
wav-syllables/yang4.wav,yang,4,falling,false
wav-syllables/yang5.wav,yang,5,neutral,false
wav-syllables/yang6.wav,yang,6,neutral (high),true
wav-syllables/yao1.wav,yao,1,high level,true
wav-syllables/yao2.wav,yao,2,rising,false
wav-syllables/yao3.wav,yao,3,low dipping (half),false
wav-syllables/yao4.wav,yao,4,falling,false
wav-syllables/yao5.wav,yao,5,neutral,false
wav-syllables/yao6.wav,yao,6,neutral (high),true
wav-syllables/ye1.wav,ye,1,high level,true
wav-syllables/ye2.wav,ye,2,rising,false
wav-syllables/ye3.wav,ye,3,low dipping (half),false
wav-syllables/ye4.wav,ye,4,falling,false
wav-syllables/ye5.wav,ye,5,neutral,false
wav-syllables/ye6.wav,ye,6,neutral (high),true
wav-syllables/yi1.wav,yi,1,high level,true
wav-syllables/yi2.wav,yi,2,rising,false
wav-syllables/yi3.wav,yi,3,low dipping (half),false
wav-syllables/yi4.wav,yi,4,falling,false
wav-syllables/yi5.wav,yi,5,neutral,false
wav-syllables/yi6.wav,yi,6,neutral (high),true
wav-syllables/yin1.wav,yin,1,high level,true
wav-syllables/yin2.wav,yin,2,rising,false
wav-syllables/yin3.wav,yin,3,low dipping (half),false
